ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Procedure[Block]	Running[Block]	Test	Test.Cycle	Test.Sample	Train	Train.Cycle	Train.Sample	Trial	Concentration	IntensityRating	Jar	Procedure[Trial]	Question	Running[Trial]	TestList	TestList.Cycle	TestList.Sample	TrainList	TrainList.Cycle	TrainList.Sample	TrainWalkThrough	TrainWalkThrough.Cycle	TrainWalkThrough.Sample	TrialNo	valve	valve2	SubTrial	Prepare	Prepare.Cycle	Prepare.Sample	Procedure[SubTrial]	Running[SubTrial]
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	7	.6	573	4	ExperimentProc	Please rate the intensity of the odor	TestList	4	1	7	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	11	11	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	8	3	484	6	ExperimentProc	Please rate the intensity of the odor	TestList	6	1	8	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	12	12	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	9	.1	545	1	ExperimentProc	Please rate the intensity of the odor	TestList	1	1	9	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	13	13	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	10	6	430	7	ExperimentProc	Please rate the intensity of the odor	TestList	7	1	10	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	14	14	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	11	.6	573	4	ExperimentProc	Please rate the intensity of the odor	TestList	4	2	11	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	15	15	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	12	9	383	8	ExperimentProc	Please rate the intensity of the odor	TestList	8	2	12	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	16	16	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	13	12	381	5	ExperimentProc	Please rate the intensity of the odor	TestList	5	2	13	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	17	17	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	14	0	546	3	ExperimentProc	Please rate the intensity of the odor	TestList	3	2	14	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	18	18	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	15	15	382	9	ExperimentProc	Please rate the intensity of the odor	TestList	9	2	15	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	19	19	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	16	3	546	6	ExperimentProc	Please rate the intensity of the odor	TestList	6	2	16	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	20	20	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	17	6	381	7	ExperimentProc	Please rate the intensity of the odor	TestList	7	2	17	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	21	21	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	18	.3	573	10	ExperimentProc	Please rate the intensity of the odor	TestList	10	2	18	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	22	22	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	19	1	545	2	ExperimentProc	Please rate the intensity of the odor	TestList	2	2	19	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	23	23	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	20	.1	573	1	ExperimentProc	Please rate the intensity of the odor	TestList	1	2	20	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	24	24	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	21	.6	486	4	ExperimentProc	Please rate the intensity of the odor	TestList	4	3	21	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	25	25	PrepareProc	Prepare
TMA_DR_jars	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22585155344651</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-24T15:58:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-21-1	60.321	1.0.0.2411	1	-2077462812	2.0.10.242	2.0.10.242	07-24-2017	7/24/2017 3:58:14 PM	11:58:14	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	22	9	427	8	ExperimentProc	Please rate the intensity of the odor	TestList	8	3	22	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	26	26	PrepareProc	Prepare
